Pregunta,Respuesta
"¿Cómo se otorgan las oportunidades de apoyo como Asistente de Enseñanza?","La Escuela de Posgrado define el porcentaje de beneficio de la subvención como Asistente de Enseñanza basándose en el perfil académico y profesional del postulante, su ensayo de postulación, y otros criterios."
"¿Qué implica la pérdida de una oportunidad de apoyo para el estudiante?","Al perder una oportunidad de apoyo, el estudiante debe asumir el costo del programa de estudios según el Reglamento de Pagos de la Escuela de Posgrado."
"¿Qué consideraciones se toman para otorgar la subvención como Asistente de Investigación?","La subvención como Asistente de Investigación se otorga en función a proyectos de investigación existentes y el criterio del futuro asesor, evaluando el perfil académico y profesional del postulante."
"¿Cómo se renueva el Graduate Research Scholarship (GRS)?","La renovación del GRS se puede otorgar después de un año de estudios, sujeta a evaluación de la Escuela de Posgrado y presentación de solicitud formal."
"¿Qué tipos de becas financiadas por terceros existen?","Las becas financiadas por terceros se otorgan a través de convenios o auspicios con empresas, entidades o personas naturales, con condiciones específicas establecidas por la Escuela de Posgrado y el donante."
"¿Cuáles son las condiciones para la pérdida de una beca en la Escuela de Posgrado?","La pérdida de la beca puede ocurrir por término del plazo de la beca, sanciones disciplinarias, falsear datos, abandono o separación de UTEC, desaprobación académica, entre otros."
"¿Qué sucede si un estudiante pierde una beca?","Si un estudiante pierde una beca, debe asumir el costo del programa de estudios según el Reglamento de Pagos de la Escuela de Posgrado."
"¿Qué son las oportunidades de apoyo para maestrías de investigación?","Son modalidades que permiten a los postulantes subvencionar sus estudios, como Asistente de Enseñanza (AE) o Asistente de Investigación (AI), a cambio de dedicación laboral."
"¿Cuáles son las causales para la pérdida de oportunidades de apoyo?","La pérdida de oportunidades de apoyo puede darse por término del plazo de la subvención, sanciones disciplinarias, falsear datos, abandono o separación de UTEC, o bajo rendimiento en funciones asignadas."
"¿Cómo se otorgan las oportunidades de apoyo como Asistente de Enseñanza?","La Escuela de Posgrado define el porcentaje de beneficio de la subvención basándose en el perfil académico y profesional del postulante, su ensayo de postulación y otros criterios."
"¿Qué implica la pérdida de una oportunidad de apoyo para un estudiante?","Si un estudiante pierde una oportunidad de apoyo, debe asumir el costo del programa de estudios de acuerdo con el Reglamento de Pagos de la Escuela de Posgrado."
"¿Qué criterios se utilizan para otorgar la subvención como Asistente de Investigación?","La subvención como Asistente de Investigación se otorga en función de proyectos de investigación existentes y el criterio del futuro asesor, evaluando el perfil académico y profesional del postulante."
"¿Cómo se gestionan las becas financiadas por terceros en la Escuela de Posgrado?","Las becas financiadas por terceros se gestionan a través de convenios o auspicios con empresas, entidades o personas naturales, estableciendo criterios específicos para la selección, otorgamiento, suspensión y retiro de las mismas."
"¿Cómo se otorgan las becas financiadas por UTEC?","Las becas financiadas por UTEC se otorgan previa evaluación por la Escuela de Posgrado y son comunicadas por los medios considerados oportunos."
"¿Qué criterios se consideran para renovar una beca en maestrías de especialización o investigación?","La renovación se hace automáticamente cada ciclo académico si el estudiante cumple con los requisitos requeridos por la Escuela de Posgrado o la unidad financista."
"¿Cómo se definen los tipos de becas en la Escuela de Posgrado?","La Escuela de Posgrado contempla dos tipos de becas: las financiadas por UTEC y las financiadas por terceros."
"¿Qué cubre el Graduate Research Scholarship (GRS)?","El GRS cubre la exoneración del costo de matrícula y/o exoneración parcial o total del pago de estudios, pero no incluye costos de trámites académicos."
"¿Cómo se otorga el Graduate Research Scholarship (GRS)?","El GRS se otorga previo cumplimiento de requisitos, con un filtro inicial por el Comité de Admisión de Posgrado y una evaluación final por la Dirección de Investigación."
"¿Qué es necesario para postular al GRS?","Para postular al GRS, además de cumplir con los requisitos de la Escuela de Posgrado, es indispensable contar con un certificado de inglés avanzado."
"¿Cuál es la duración de la subvención del GRS?","La subvención del GRS es por un periodo de un año, incluyendo el costo de matrícula pero excluyendo otros costos académicos."
"¿Qué son las becas financiadas por terceros y cómo se gestionan?","Las becas financiadas por terceros provienen de convenios o auspicios con empresas o entidades y se gestionan estableciendo criterios específicos de selección y otorgamiento."
"¿Cuáles son las causales para la pérdida de una beca en la Escuela de Posgrado?","La pérdida de una beca puede ocurrir por término del plazo, sanciones disciplinarias, falsear datos, abandono o separación de UTEC, entre otros."
"¿Qué ocurre si un estudiante pierde una beca?","Si un estudiante pierde una beca, deberá asumir el costo del programa de estudios según el Reglamento de Pagos de la Escuela de Posgrado."
"¿Cuál es el objeto del Reglamento de Grados y Títulos de Pregrado?","El Reglamento regula el procedimiento para otorgar el grado académico de bachiller y Título Profesional en las carreras profesionales de pregrado."
"¿Quiénes deben cumplir con el Reglamento de Grados y Títulos de Pregrado?","Es de cumplimiento para estudiantes, egresados, bachilleres, personal administrativo y autoridades de la Universidad."
"¿Qué es un 'Bachiller' según el reglamento?","Un Bachiller es aquella persona que ha obtenido el Grado Académico de bachiller en la Universidad."
"¿Qué documento acredita los estudios realizados en la Universidad?","El Certificado de Estudios acredita los estudios realizados, detallando el nombre del estudiante, su código, carrera profesional y sus notas."
"¿Cómo se obtiene el grado académico de bachiller?","Para obtenerlo se requiere haber adquirido la condición de egresado, aprobado un Trabajo de Investigación, acreditar conocimiento de un idioma extranjero, entre otros requisitos."
"¿Qué es un 'Trabajo de Investigación' según el reglamento?","Es un trabajo académico que demuestra el dominio general de los aspectos centrales desarrollados en el currículo."
"¿Cuáles son los plazos para solicitar el grado académico de bachiller con un Trabajo de Investigación?","El plazo máximo es de 12 meses contados desde la fecha de egreso del estudiante."
"¿Qué se requiere para optar por el Título Profesional?","Se necesita haber obtenido el grado de bachiller, aprobado la sustentación pública de una Tesis y cumplir con requisitos administrativos."
"¿Qué es el Jurado Calificador en el contexto de una Tesis?","El Jurado Calificador es un órgano encargado de evaluar la sustentación de Tesis y decidir sobre su aprobación o desaprobación."
"¿Qué sanciones se imponen por infracciones al Reglamento?","Las sanciones pueden incluir la suspensión temporal para tramitar el grado o título y la anulación del grado o título ya entregado."
"¿Qué obligaciones tiene un asesor según el reglamento?","Un asesor debe orientar al estudiante en la planificación y ejecución del Trabajo de Investigación o Tesis, en aspectos técnicos y éticos, verificar que cumpla con los formatos establecidos por UTEC, y otras funciones pertinentes."
"¿Cómo se conforma el Jurado Calificador para evaluar una Tesis?","El Jurado Calificador está compuesto por tres miembros, siendo dos de ellos externos a UTEC para carreras de ingeniería. El asesor puede ser parte del jurado, pero no su presidente."
"¿Cuál es la función del Director General Académico en el proceso de grados y títulos?","El Director General Académico se encarga de conferir el Grado Académico y/o Título Profesional, y refrendar el diploma respectivo."
"¿Qué responsabilidades tiene el Decano de Facultad?","El Decano de la Facultad del egresado o bachiller se encarga de suscribir el diploma respectivo."
"¿Cuál es el rol de la Secretaría General en el proceso de grados y títulos?","La Secretaría General suscribe los diplomas certificando su autenticidad y se encarga de registrar e inscribir el Grado Académico y/o Título Profesional en SUNEDU."
"¿Qué hace el Director del Departamento Académico en este proceso?","El Director del Departamento Académico informa y presenta la documentación para la emisión de la resolución de grado o título, designa miembros del Jurado Calificador y verifica la originalidad de los trabajos en el repositorio."
